# Analysing data contained in file(s) ['/tmp/5091756.1.all.q/analyse_freenrg_mbar_30740_1/simfile_0.dat', '/tmp/5091756.1.all.q/analyse_freenrg_mbar_30740_1/simfile_1.dat', '/tmp/5091756.1.all.q/analyse_freenrg_mbar_30740_1/simfile_2.dat', '/tmp/5091756.1.all.q/analyse_freenrg_mbar_30740_1/simfile_3.dat', '/tmp/5091756.1.all.q/analyse_freenrg_mbar_30740_1/simfile_4.dat', '/tmp/5091756.1.all.q/analyse_freenrg_mbar_30740_1/simfile_5.dat', '/tmp/5091756.1.all.q/analyse_freenrg_mbar_30740_1/simfile_6.dat', '/tmp/5091756.1.all.q/analyse_freenrg_mbar_30740_1/simfile_7.dat', '/tmp/5091756.1.all.q/analyse_freenrg_mbar_30740_1/simfile_8.dat', '/tmp/5091756.1.all.q/analyse_freenrg_mbar_30740_1/simfile_9.dat', '/tmp/5091756.1.all.q/analyse_freenrg_mbar_30740_1/simfile_10.dat', '/tmp/5091756.1.all.q/analyse_freenrg_mbar_30740_1/simfile_11.dat', '/tmp/5091756.1.all.q/analyse_freenrg_mbar_30740_1/simfile_12.dat', '/tmp/5091756.1.all.q/analyse_freenrg_mbar_30740_1/simfile_13.dat']
#Overlap matrix
0.8693 0.1290 0.0018 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1290 0.7367 0.1320 0.0023 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0018 0.1320 0.7210 0.1420 0.0031 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0000 0.0023 0.1420 0.7059 0.1466 0.0032 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0000 0.0000 0.0031 0.1466 0.7078 0.1400 0.0025 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0000 0.0000 0.0000 0.0032 0.1400 0.7309 0.1248 0.0010 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0000 0.0000 0.0000 0.0000 0.0025 0.1248 0.7831 0.0877 0.0004 0.0002 0.0007 0.0006 0.0001 0.0000
0.0000 0.0000 0.0000 0.0000 0.0000 0.0010 0.0877 0.7969 0.0719 0.0204 0.0159 0.0055 0.0006 0.0000
0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0004 0.0719 0.5712 0.2780 0.0700 0.0080 0.0005 0.0000
0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0002 0.0204 0.2780 0.4225 0.2279 0.0461 0.0046 0.0003
0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0007 0.0159 0.0700 0.2279 0.3904 0.2296 0.0578 0.0077
0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0006 0.0055 0.0080 0.0461 0.2296 0.3837 0.2477 0.0788
0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0001 0.0006 0.0005 0.0046 0.0578 0.2477 0.3884 0.3002
0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0003 0.0077 0.0788 0.3002 0.6129
#DG from neighbouring lambda in kcal/mol
0.0000 0.0769 -1.1889 0.0161
0.0769 0.1538 1.4714 0.0157
0.1538 0.2308 1.9507 0.0149
0.2308 0.3077 1.9670 0.0145
0.3077 0.3846 1.7807 0.0150
0.3846 0.4615 1.4368 0.0163
0.4615 0.5385 0.7678 0.0204
0.5385 0.6154 0.2058 0.0180
0.6154 0.6923 3.2531 0.0060
0.6923 0.7692 3.9304 0.0065
0.7692 0.8462 2.9235 0.0067
0.8462 0.9231 1.8511 0.0058
0.9231 1.0000 1.0975 0.0058
#PMF from MBAR in kcal/mol
0.0000 0.0000 0.0000
0.0769 -1.1889 0.0161
0.1538 0.2825 0.0243
0.2308 2.2332 0.0299
0.3077 4.2002 0.0344
0.3846 5.9810 0.0385
0.4615 7.4178 0.0428
0.5385 8.1856 0.0483
0.6154 8.3913 0.0523
0.6923 11.6444 0.0527
0.7692 15.5748 0.0531
0.8462 18.4983 0.0538
0.9231 20.3494 0.0546
1.0000 21.4469 0.0553
#TI average gradients and standard deviation in kcal/mol
0.0000 -55.9396 22.7303
0.0769 10.5478 21.0379
0.1538 23.6806 20.9962
0.2308 26.0442 20.4153
0.3077 25.0296 20.2351
0.3846 21.2510 21.3784
0.4615 15.2940 22.7504
0.5385 2.1337 29.6410
0.6154 21.7027 14.1657
0.6923 54.2317 11.7436
0.7692 45.3390 11.5677
0.8462 30.5604 11.0610
0.9231 18.5899 9.8815
1.0000 28.9148 9.6425
#PMF from TI in kcal/mol
0.0000 0.0000
0.0769 -1.7453
0.1538 -0.4292
0.2308 1.4852
0.3077 3.4490
0.3846 5.2284
0.4615 6.6336
0.5385 7.3046
0.6154 8.2211
0.6923 11.1408
0.7692 14.9693
0.8462 17.8914
0.9231 19.7812
1.0000 21.6078
#MBAR free energy difference in kcal/mol: 
21.446855, 0.055272  #WARNING SUBSAMPLING DISABLED, CONSIDER RERUN WITH SUBSAMPLING OPTION
#TI free energy difference in kcal/mol: 
21.607771  #WARNING SUBSAMPLING DISABLED, CONSIDER RERUN WITH SUBSAMPLING OPTION 
