# Analysing data contained in file(s) ['/tmp/191.1.all.q/analyse_freenrg_mbar_5469_1/simfile_0.dat', '/tmp/191.1.all.q/analyse_freenrg_mbar_5469_1/simfile_1.dat', '/tmp/191.1.all.q/analyse_freenrg_mbar_5469_1/simfile_2.dat', '/tmp/191.1.all.q/analyse_freenrg_mbar_5469_1/simfile_3.dat', '/tmp/191.1.all.q/analyse_freenrg_mbar_5469_1/simfile_4.dat', '/tmp/191.1.all.q/analyse_freenrg_mbar_5469_1/simfile_5.dat', '/tmp/191.1.all.q/analyse_freenrg_mbar_5469_1/simfile_6.dat', '/tmp/191.1.all.q/analyse_freenrg_mbar_5469_1/simfile_7.dat', '/tmp/191.1.all.q/analyse_freenrg_mbar_5469_1/simfile_8.dat', '/tmp/191.1.all.q/analyse_freenrg_mbar_5469_1/simfile_9.dat', '/tmp/191.1.all.q/analyse_freenrg_mbar_5469_1/simfile_10.dat', '/tmp/191.1.all.q/analyse_freenrg_mbar_5469_1/simfile_11.dat', '/tmp/191.1.all.q/analyse_freenrg_mbar_5469_1/simfile_12.dat', '/tmp/191.1.all.q/analyse_freenrg_mbar_5469_1/simfile_13.dat']
#Overlap matrix
0.9570 0.0429 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0429 0.9185 0.0386 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0000 0.0386 0.9253 0.0361 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0000 0.0000 0.0361 0.9273 0.0366 0.0001 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0000 0.0000 0.0000 0.0366 0.8739 0.0879 0.0016 0.0001 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0000 0.0000 0.0000 0.0001 0.0879 0.8108 0.0974 0.0038 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0000 0.0000 0.0000 0.0000 0.0016 0.0974 0.6752 0.2203 0.0055 0.0000 0.0000 0.0000 0.0000 0.0000
0.0000 0.0000 0.0000 0.0000 0.0001 0.0038 0.2203 0.6607 0.1116 0.0035 0.0000 0.0000 0.0000 0.0000
0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0055 0.1116 0.6625 0.2123 0.0080 0.0001 0.0000 0.0000
0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0035 0.2123 0.5821 0.1924 0.0095 0.0001 0.0000
0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0080 0.1924 0.5684 0.2173 0.0137 0.0001
0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0001 0.0095 0.2173 0.5476 0.2160 0.0095
0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0001 0.0137 0.2160 0.5714 0.1988
0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0001 0.0095 0.1988 0.7917
#DG from neighbouring lambda in kcal/mol
0.0000 0.0769 18.5848 0.0313
0.0769 0.1538 18.0840 0.0332
0.1538 0.2308 17.5211 0.0345
0.2308 0.3077 16.6679 0.0341
0.3077 0.3846 18.4109 0.0206
0.3846 0.4615 19.7535 0.0189
0.4615 0.5385 19.0243 0.0104
0.5385 0.6154 17.6521 0.0170
0.6154 0.6923 15.9346 0.0107
0.6923 0.7692 14.4210 0.0113
0.7692 0.8462 13.0124 0.0100
0.8462 0.9231 11.8842 0.0101
0.9231 1.0000 10.7326 0.0114
#PMF from MBAR in kcal/mol
0.0000 0.0000 0.0000
0.0769 18.5848 0.0313
0.1538 36.6688 0.0467
0.2308 54.1899 0.0588
0.3077 70.8578 0.0687
0.3846 89.2687 0.0723
0.4615 109.0222 0.0752
0.5385 128.0465 0.0764
0.6154 145.6986 0.0788
0.6923 161.6332 0.0800
0.7692 176.0542 0.0813
0.8462 189.0666 0.0824
0.9231 200.9508 0.0834
1.0000 211.6834 0.0846
#TI average gradients and standard deviation in kcal/mol
0.0000 246.9645 29.2367
0.0769 240.9604 29.2601
0.1538 229.3608 31.8133
0.2308 216.4121 35.4778
0.3077 224.9240 29.6221
0.3846 258.1143 22.3782
0.4615 243.7756 17.2451
0.5385 250.6823 21.0841
0.6154 211.7525 17.5621
0.6923 198.9316 17.4969
0.7692 176.8435 16.8125
0.8462 162.2032 15.4865
0.9231 146.9142 16.2481
1.0000 145.1490 17.0141
#PMF from TI in kcal/mol
0.0000 0.0000
0.0769 18.7607
0.1538 36.8446
0.2308 54.0068
0.3077 70.9762
0.3846 89.5490
0.4615 108.8467
0.5385 127.8833
0.6154 145.6639
0.6923 161.4547
0.7692 175.9033
0.8462 188.9566
0.9231 200.8421
1.0000 212.0720
#MBAR free energy difference in kcal/mol: 
211.683413, 0.084618  #WARNING SUBSAMPLING DISABLED, CONSIDER RERUN WITH SUBSAMPLING OPTION
#TI free energy difference in kcal/mol: 
212.071974  #WARNING SUBSAMPLING DISABLED, CONSIDER RERUN WITH SUBSAMPLING OPTION 
