#This file was generated on Sat 16 Nov 2019 06:55:02 GMT
#Using the somd command, of the molecular library Sire version <2019.1.0> 
#For more information visit: https://github.com/michellab/Sire
#
#General information on simulation parameters:
#Simulation used 20000 moves, 100 cycles and 4000 ps of simulation time 
#Generating lambda is		 0.61540
#Alchemical array is		 (0.0, 0.0769, 0.1538, 0.2308, 0.3077, 0.3846, 0.4615, 0.5385, 0.6154, 0.6923, 0.7692, 0.8462, 0.9231, 1.0)
#Generating temperature is 	25 C
#Energy was saved every 250 steps 
#
#
#   [step]      [potential kcal/mol]       [gradient kcal/mol]      [forward Metropolis]     [backward Metropolis]                   [u_kl]
       0           -1.07737557e+04            9.62423674e+01            9.07711741e-01            1.10038082e+00    -8.053870083597729e+02    -8.186761888586291e+02    -8.288113918711363e+02    -8.362147860278296e+02    -8.411772858055353e+02    -8.439896295968565e+02    -8.448224522141178e+02    -8.434958190536443e+02    -8.387865672219579e+02    -8.262753367953328e+02    -7.912789660427641e+02    -6.824897540179063e+02    -2.982946948815444e+02     1.352935358592486e+03
     250           -1.03995459e+04            9.32775401e+01            9.10372255e-01            1.09708141e+00    -7.971619183219285e+02    -8.107761701844952e+02    -8.212063658754037e+02    -8.288775624453164e+02    -8.340865836948526e+02    -8.371343564590273e+02    -8.382019912215576e+02    -8.371141094214588e+02    -8.326379919877365e+02    -8.203795874093826e+02    -7.862653893891347e+02    -6.844152473102505e+02    -3.555099660893243e+02     8.318102186532230e+02
     500           -1.02353219e+04            9.53254521e+01            9.08555094e-01            1.09938524e+00    -7.945526644790923e+02    -8.074805502362254e+02    -8.172738460644805e+02    -8.243636613063571e+02    -8.290411168032025e+02    -8.315953513894533e+02    -8.321981649914907e+02    -8.306842696985632e+02    -8.259099935275980e+02    -8.138146772781881e+02    -7.813654752923709e+02    -6.854985651549646e+02    -3.718071236077104e+02     8.118272659013915e+02
     750           -1.01470253e+04            7.82973864e+01            9.24223327e-01            1.08089914e+00    -7.616293990067788e+02    -7.755874116395340e+02    -7.863824663869042e+02    -7.944351414481330e+02    -8.000373427979141e+02    -8.034898757397589e+02    -8.049892095045345e+02    -8.044290586081650e+02    -8.007948724913888e+02    -7.903143226407657e+02    -7.605000551819128e+02    -6.687741682530715e+02    -3.564387850937021e+02     8.800753663736516e+02
    1000           -1.01294531e+04            7.89404931e+01            9.23642090e-01            1.08160966e+00    -7.905328381927857e+02    -8.040640263680871e+02    -8.144237134231072e+02    -8.220308084380248e+02    -8.271813021532723e+02    -8.301837112640827e+02    -8.312538910222834e+02    -8.303293502750643e+02    -8.264989316359303e+02    -8.162332043317639e+02    -7.876216157305939e+02    -6.992439172558724e+02    -3.918426886385753e+02     8.828351938730056e+02
    1250           -1.00823696e+04            1.15470374e+02            8.90281120e-01            1.12156244e+00    -7.911304148683395e+02    -8.034000427249620e+02    -8.125939747206465e+02    -8.191482109545494e+02    -8.233655969582137e+02    -8.255395213806918e+02    -8.258166592814522e+02    -8.239019310959392e+02    -8.181921932418321e+02    -8.031307369065953e+02    -7.608479234343874e+02    -6.319179711733111e+02    -2.028713383187559e+02     1.415710677596421e+03
    1500           -1.00834433e+04            8.99059316e+01            9.13657965e-01            1.09364141e+00    -7.898078081652573e+02    -8.000931320833763e+02    -8.074195556235194e+02    -8.122047398139072e+02    -8.147591537465327e+02    -8.154013709815878e+02    -8.143766538951555e+02    -8.116900477568903e+02    -8.066232222567304e+02    -7.962259711193155e+02    -7.706556328315355e+02    -6.970794568386236e+02    -4.586618733247805e+02     4.261751081262120e+02
    1750           -1.00869503e+04            1.21275862e+02            8.85136953e-01            1.12810454e+00    -7.865996775541581e+02    -7.987138127534032e+02    -8.077459880951150e+02    -8.141302432945809e+02    -8.181634198491009e+02    -8.201285007104824e+02    -8.201578275221254e+02    -8.179362773277883e+02    -8.118349952591242e+02    -7.962438612096206e+02    -7.530581701619803e+02    -6.213025688604625e+02    -1.761740349058117e+02     1.565641356210191e+03
    2000           -1.00458475e+04            5.23531545e+01            9.48698707e-01            1.05342029e+00    -7.619236079354315e+02    -7.765856914969289e+02    -7.880026179332775e+02    -7.965552500638453e+02    -8.025232728323377e+02    -8.062142389692712e+02    -8.078822929098734e+02    -8.076327776582206e+02    -8.051148233706484e+02    -7.986001152555156e+02    -7.821478769812485e+02    -7.361413563324439e+02    -5.933123022389353e+02    -9.563130197607069e+01
    2250           -1.00963138e+04            9.70471258e+01            9.07088389e-01            1.10139644e+00    -8.041887574544592e+02    -8.153146766622378e+02    -8.234098944462314e+02    -8.288859029453539e+02    -8.320393249992844e+02    -8.331685377006144e+02    -8.324808791312856e+02    -8.299075902593872e+02    -8.245738423451868e+02    -8.131671934803164e+02    -7.849242381101157e+02    -7.044666555164604e+02    -4.475024642437998e+02     4.909651368572432e+02
