#This file was generated on Sat 16 Nov 2019 06:51:28 GMT
#Using the somd command, of the molecular library Sire version <2019.1.0> 
#For more information visit: https://github.com/michellab/Sire
#
#General information on simulation parameters:
#Simulation used 20000 moves, 100 cycles and 4000 ps of simulation time 
#Generating lambda is		 0.53850
#Alchemical array is		 (0.0, 0.0769, 0.1538, 0.2308, 0.3077, 0.3846, 0.4615, 0.5385, 0.6154, 0.6923, 0.7692, 0.8462, 0.9231, 1.0)
#Generating temperature is 	25 C
#Energy was saved every 250 steps 
#
#
#   [step]      [potential kcal/mol]       [gradient kcal/mol]      [forward Metropolis]     [backward Metropolis]                   [u_kl]
       0           -1.08513684e+04            1.73011394e+02            8.40167203e-01            1.18752158e+00    -8.036152480587092e+02    -8.137216374997319e+02    -8.208786072404407e+02    -8.255316626846358e+02    -8.279068264587487e+02    -8.280330687095843e+02    -8.252659393256941e+02    -8.168758874728759e+02    -7.934839004970059e+02    -7.224103921596554e+02    -4.794063230100334e+02     4.936739714265148e+02     5.426487898467428e+03     4.321112601767032e+04
     250           -1.04154095e+04            9.52891835e+01            9.08633784e-01            1.09940071e+00    -8.166750472378649e+02    -8.263815741651573e+02    -8.332015008648096e+02    -8.375665986834770e+02    -8.397524171267127e+02    -8.399602842321945e+02    -8.380933266639557e+02    -8.331466215557367e+02    -8.213283816040807e+02    -7.895924879773488e+02    -6.913557008730403e+02    -3.376980982655870e+02     1.209329457497760e+03     1.053692988824183e+04
     500           -1.02527406e+04            3.69553220e+01            9.63507287e-01            1.03741850e+00    -7.777260047266379e+02    -7.901252623680143e+02    -7.994093751791671e+02    -8.059887396718532e+02    -8.101584694240562e+02    -8.122235409375861e+02    -8.124052864696584e+02    -8.106719650473681e+02    -8.062346688766720e+02    -7.959835710837757e+02    -7.695523185207899e+02    -6.919519549372505e+02    -4.360908164113887e+02     5.360524175800597e+02
     750           -1.02475213e+04            5.88998711e+01            9.42555994e-01            1.06039321e+00    -7.950936408329951e+02    -8.057351645885877e+02    -8.133771745317833e+02    -8.184327959377729e+02    -8.211930843745747e+02    -8.219353589354716e+02    -8.208112167556351e+02    -8.175986501222119e+02    -8.109927178551638e+02    -7.963780277101206e+02    -7.587128368117181e+02    -6.468270552416415e+02    -2.693973308106763e+02     1.227838367573339e+03
    1000           -1.01370139e+04            8.13543580e+01            9.21376822e-01            1.08417847e+00    -7.997940374906103e+02    -8.125825176543819e+02    -8.221992711818800e+02    -8.290452900616278e+02    -8.333531140808924e+02    -8.352893677790677e+02    -8.347491302980583e+02    -8.308652244239038e+02    -8.205377759906196e+02    -7.935533882852950e+02    -7.151024634597283e+02    -4.522175395605547e+02     6.011489168364113e+02     6.190801151084083e+03
    1250           -1.01392153e+04            1.02697746e+02            9.01894436e-01            1.10753596e+00    -8.197631602307615e+02    -8.300325956694072e+02    -8.373403184886874e+02    -8.421133595045865e+02    -8.446008070983166e+02    -8.449603862443826e+02    -8.430232522907585e+02    -8.376878863292781e+02    -8.251669018536275e+02    -7.933901790321975e+02    -7.032231920834188e+02    -4.166009553150461e+02     6.188604350766831e+02     5.143914883281022e+03
    1500           -1.00431428e+04            1.23417693e+02            8.83160797e-01            1.13041791e+00    -8.134873024438167e+02    -8.237925764511949e+02    -8.312194740771444e+02    -8.362162987316204e+02    -8.390355626085396e+02    -8.397941851644791e+02    -8.381248667252356e+02    -8.321961271095971e+02    -8.156493881017653e+02    -7.669230005805215e+02    -6.080000980744344e+02    -1.197141724903050e+01     2.746269706070397e+03     2.131609045576135e+04
    1750           -9.97461234e+03            6.97386981e+01            9.32470057e-01            1.07203548e+00    -8.122464585284190e+02    -8.206733340289421e+02    -8.262297821782452e+02    -8.293086546426638e+02    -8.301999493557706e+02    -8.291879708628504e+02    -8.264846359643343e+02    -8.220821978557381e+02    -8.153626699866677e+02    -8.038461908493512e+02    -7.794502155978105e+02    -7.157326926413477e+02    -5.206472491279419e+02     1.742054112998497e+02
    2000           -1.00336733e+04            1.20030241e+02            8.86302224e-01            1.12677910e+00    -8.100539015314537e+02    -8.188431667716699e+02    -8.247970948943027e+02    -8.283508556243406e+02    -8.297628446907419e+02    -8.291804728663965e+02    -8.263708446097810e+02    -8.199824271818549e+02    -8.053878514883399e+02    -7.677128186056137e+02    -6.581379404058487e+02    -3.022040506090530e+02     1.006218890710345e+03     6.793275176292900e+03
    2250           -1.00900355e+04            1.04625333e+02            9.00142515e-01            1.10965426e+00    -8.021779595330642e+02    -8.116637414192343e+02    -8.182160903557329e+02    -8.222587069716508e+02    -8.240677434894279e+02    -8.238460804907347e+02    -8.214935859859485e+02    -8.159485353537158e+02    -8.030527513040835e+02    -7.676443939321309e+02    -6.505734786883623e+02    -1.769962987662529e+02     2.340553975775499e+03     2.355652364229074e+04
    2500           -1.00704463e+04            1.29263477e+02            8.77928455e-01            1.13693584e+00    -8.086813345823381e+02    -8.197785599938895e+02    -8.279452329947840e+02    -8.336227942541180e+02    -8.370600180040823e+02    -8.383567063503110e+02    -8.370687755288969e+02    -8.310989084449479e+02    -8.132438195738064e+02    -7.594255143768853e+02    -5.852195194577203e+02     3.971983974910051e+01     2.627402253009602e+03     1.610834167405180e+04
