#This file was generated on Sat 16 Nov 2019 06:41:33 GMT
#Using the somd command, of the molecular library Sire version <2019.1.0> 
#For more information visit: https://github.com/michellab/Sire
#
#General information on simulation parameters:
#Simulation used 20000 moves, 100 cycles and 4000 ps of simulation time 
#Generating lambda is		 0.38460
#Alchemical array is		 (0.0, 0.0769, 0.1538, 0.2308, 0.3077, 0.3846, 0.4615, 0.5385, 0.6154, 0.6923, 0.7692, 0.8462, 0.9231, 1.0)
#Generating temperature is 	25 C
#Energy was saved every 250 steps 
#
#
#   [step]      [potential kcal/mol]       [gradient kcal/mol]      [forward Metropolis]     [backward Metropolis]                   [u_kl]
       0           -1.07574934e+04            7.13701279e+01            9.30908182e-01            1.07373758e+00    -8.434813505908793e+02    -8.481063375234824e+02    -8.501682790223192e+02    -8.501204146350304e+02    -8.481343230806339e+02    -8.440032452134097e+02    -8.363592609322777e+02    -8.201526788104122e+02    -7.782239552459847e+02    -6.487905338115238e+02    -1.808485029447268e+02     1.887566309699782e+03     1.447894251255328e+04     1.566438554938021e+05
     250           -1.03703328e+04            8.61570144e+01            9.17099407e-01            1.08956074e+00    -8.485292039965836e+02    -8.546773635817651e+02    -8.580881915192465e+02    -8.591282608160038e+02    -8.577732054772464e+02    -8.533197698017780e+02    -8.429298132986714e+02    -8.165653777731043e+02    -7.377237358209255e+02    -4.552371709849151e+02     8.024884854523458e+02     8.639459465100119e+03     9.869835990268468e+04     4.376585764393390e+06
     500           -1.02512043e+04            1.02385240e+02            9.02346804e-01            1.10739912e+00    -8.329446786575256e+02    -8.371711595501010e+02    -8.388127384974575e+02    -8.382624910912325e+02    -8.355179142894068e+02    -8.298176384192109e+02    -8.179558166127448e+02    -7.883159742405662e+02    -6.980883410234411e+02    -3.697760632645865e+02     1.087154137838628e+03     9.823397465629709e+03     1.001906886719022e+05     3.489800589411418e+06
     750           -1.01201690e+04            7.86495253e+01            9.24083130e-01            1.08149658e+00    -8.467574681423980e+02    -8.515605919781838e+02    -8.537882052779299e+02    -8.538865356477075e+02    -8.519606658556572e+02    -8.475835530965937e+02    -8.386930982063045e+02    -8.180485369758103e+02    -7.614594323211317e+02    -5.835451296522739e+02     4.826540112133664e+01     2.655996914582804e+03     1.600388594714800e+04     1.139326221836289e+05
    1000           -1.00661582e+04            1.03466511e+02            9.01320781e-01            1.10853460e+00    -8.437455401053867e+02    -8.473825465325760e+02    -8.485837976491329e+02    -8.477529708943914e+02    -8.448832930034474e+02    -8.391357472262255e+02    -8.269461821248694e+02    -7.951694382864808e+02    -6.939196848402229e+02    -3.061471247265097e+02     1.551295245210099e+03     1.434049179583642e+04     1.892191768033585e+05     1.363961776040250e+07
    1250           -1.00284855e+04            8.68723620e+01            9.16265472e-01            1.09012851e+00    -8.400666283564422e+02    -8.468180934344794e+02    -8.509888851571535e+02    -8.529811069339592e+02    -8.526801517485453e+02    -8.488547202877938e+02    -8.364230995977279e+02    -7.960080642414785e+02    -6.486974175014951e+02    -1.142720372493964e+01     3.588915151187482e+03     3.621950795957392e+04     8.126506596324379e+05     4.119128622556745e+08
    1500           -1.00183406e+04            3.88140024e+01            9.61649547e-01            1.03927444e+00    -8.285147950858861e+02    -8.370202460300410e+02    -8.427696586796968e+02    -8.462162690506001e+02    -8.474820480007029e+02    -8.461940734950034e+02    -8.403644401139937e+02    -8.226979922162003e+02    -7.674005206495285e+02    -5.752497567815376e+02     1.997634929308279e+02     4.170192085106117e+03     3.500499091581142e+04     6.007240845933211e+05
    1750           -9.99373856e+03            1.14635308e+02            8.91246138e-01            1.12090453e+00    -8.212608767237859e+02    -8.250762279818995e+02    -8.263607528886454e+02    -8.255038873023697e+02    -8.224383629714457e+02    -8.161414105989143e+02    -8.024556180144225e+02    -7.661465192925672e+02    -6.489485745095674e+02    -1.912826862084326e+02     2.101562920707876e+03     1.972468335125759e+04     3.354968113889880e+05     5.523665291078104e+07
    2000           -1.01013991e+04            1.06491642e+02            8.98629790e-01            1.11193212e+00    -8.541618509149089e+02    -8.575997758722830e+02    -8.586303156867590e+02    -8.576424791517004e+02    -8.546094997508878e+02    -8.486607224508330e+02    -8.362137952380854e+02    -8.043793571698080e+02    -7.058914269090861e+02    -3.461473139942844e+02     1.240128709340160e+03     1.059787894344468e+04     1.048745116243901e+05     3.579713124772854e+06
    2250           -1.01134084e+04            8.14001489e+01            9.21567656e-01            1.08450234e+00    -8.363937995676431e+02    -8.408217461576734e+02    -8.427245613426483e+02    -8.425156962453507e+02    -8.402959024477256e+02    -8.356630928474743e+02    -8.266373182725962e+02    -8.059685105598327e+02    -7.474251202416038e+02    -5.444097431086665e+02     3.338823410842357e+02     5.623881103946694e+03     6.257955529718386e+04     2.198039368262109e+06
