# Analysing data contained in file(s) ['/tmp/14160.1.all.q/analyse_freenrg_mbar_7985_1/simfile_0.dat', '/tmp/14160.1.all.q/analyse_freenrg_mbar_7985_1/simfile_1.dat', '/tmp/14160.1.all.q/analyse_freenrg_mbar_7985_1/simfile_2.dat', '/tmp/14160.1.all.q/analyse_freenrg_mbar_7985_1/simfile_3.dat', '/tmp/14160.1.all.q/analyse_freenrg_mbar_7985_1/simfile_4.dat', '/tmp/14160.1.all.q/analyse_freenrg_mbar_7985_1/simfile_5.dat', '/tmp/14160.1.all.q/analyse_freenrg_mbar_7985_1/simfile_6.dat', '/tmp/14160.1.all.q/analyse_freenrg_mbar_7985_1/simfile_7.dat', '/tmp/14160.1.all.q/analyse_freenrg_mbar_7985_1/simfile_8.dat']
#Overlap matrix
0.7219 0.2457 0.0313 0.0011 0.0000 0.0000 0.0000 0.0000 0.0000
0.2457 0.4787 0.2428 0.0318 0.0010 0.0000 0.0000 0.0000 0.0000
0.0313 0.2428 0.4585 0.2367 0.0297 0.0010 0.0000 0.0000 0.0000
0.0011 0.0318 0.2367 0.4752 0.2258 0.0282 0.0012 0.0000 0.0000
0.0000 0.0010 0.0297 0.2258 0.4820 0.2381 0.0225 0.0008 0.0000
0.0000 0.0000 0.0010 0.0282 0.2381 0.5394 0.1811 0.0118 0.0003
0.0000 0.0000 0.0000 0.0012 0.0225 0.1811 0.6340 0.1539 0.0073
0.0000 0.0000 0.0000 0.0000 0.0008 0.0118 0.1539 0.6673 0.1662
0.0000 0.0000 0.0000 0.0000 0.0000 0.0003 0.0073 0.1662 0.8262
#DG from neighbouring lambda in kcal/mol
0.0000 0.1250 -0.2476 0.0087
0.1250 0.2500 -0.3861 0.0078
0.2500 0.3750 -0.5971 0.0080
0.3750 0.5000 -0.9305 0.0085
0.5000 0.6250 -1.1687 0.0083
0.6250 0.7500 -0.9535 0.0111
0.7500 0.8750 -0.7552 0.0132
0.8750 1.0000 -0.8882 0.0132
#PMF from MBAR in kcal/mol
0.0000 0.0000 0.0000
0.1250 -0.2476 0.0087
0.2500 -0.6336 0.0139
0.3750 -1.2308 0.0178
0.5000 -2.1613 0.0212
0.6250 -3.3300 0.0241
0.7500 -4.2835 0.0276
0.8750 -5.0387 0.0316
1.0000 -5.9269 0.0352
#TI average gradients and standard deviation in kcal/mol
0.0000 -0.9010 8.5712
0.1250 -1.4575 7.6722
0.2500 -2.6115 8.4365
0.3750 -5.3403 7.6091
0.5000 -10.2342 9.2435
0.6250 -6.8276 9.9258
0.7500 -6.1060 12.6653
0.8750 -6.2871 12.9602
1.0000 -6.6713 11.0744
#PMF from TI in kcal/mol
0.0000 0.0000
0.1250 -0.1474
0.2500 -0.4017
0.3750 -0.8987
0.5000 -1.8721
0.6250 -2.9385
0.7500 -3.7468
0.8750 -4.5214
1.0000 -5.3313
#MBAR free energy difference in kcal/mol: 
-5.926910, 0.035207  #WARNING SUBSAMPLING DISABLED, CONSIDER RERUN WITH SUBSAMPLING OPTION
#TI free energy difference in kcal/mol: 
-5.331288  #WARNING SUBSAMPLING DISABLED, CONSIDER RERUN WITH SUBSAMPLING OPTION 
