# Analysing data contained in file(s) ['/tmp/14160.1.all.q/analyse_freenrg_mbar_7985_1/simfile_0.dat', '/tmp/14160.1.all.q/analyse_freenrg_mbar_7985_1/simfile_1.dat', '/tmp/14160.1.all.q/analyse_freenrg_mbar_7985_1/simfile_2.dat', '/tmp/14160.1.all.q/analyse_freenrg_mbar_7985_1/simfile_3.dat', '/tmp/14160.1.all.q/analyse_freenrg_mbar_7985_1/simfile_4.dat', '/tmp/14160.1.all.q/analyse_freenrg_mbar_7985_1/simfile_5.dat', '/tmp/14160.1.all.q/analyse_freenrg_mbar_7985_1/simfile_6.dat', '/tmp/14160.1.all.q/analyse_freenrg_mbar_7985_1/simfile_7.dat', '/tmp/14160.1.all.q/analyse_freenrg_mbar_7985_1/simfile_8.dat', '/tmp/14160.1.all.q/analyse_freenrg_mbar_7985_1/simfile_9.dat', '/tmp/14160.1.all.q/analyse_freenrg_mbar_7985_1/simfile_10.dat', '/tmp/14160.1.all.q/analyse_freenrg_mbar_7985_1/simfile_11.dat', '/tmp/14160.1.all.q/analyse_freenrg_mbar_7985_1/simfile_12.dat', '/tmp/14160.1.all.q/analyse_freenrg_mbar_7985_1/simfile_13.dat']
#Overlap matrix
0.8230 0.1724 0.0045 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.1724 0.6466 0.1722 0.0086 0.0002 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0045 0.1722 0.5805 0.2171 0.0246 0.0009 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0000 0.0086 0.2171 0.5012 0.2415 0.0305 0.0011 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0000 0.0002 0.0246 0.2415 0.4755 0.2255 0.0309 0.0017 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
0.0000 0.0000 0.0009 0.0305 0.2255 0.4528 0.2433 0.0446 0.0024 0.0000 0.0000 0.0000 0.0000 0.0000
0.0000 0.0000 0.0000 0.0011 0.0309 0.2433 0.4366 0.2469 0.0399 0.0014 0.0000 0.0000 0.0000 0.0000
0.0000 0.0000 0.0000 0.0000 0.0017 0.0446 0.2469 0.4397 0.2361 0.0300 0.0009 0.0000 0.0000 0.0000
0.0000 0.0000 0.0000 0.0000 0.0000 0.0024 0.0399 0.2361 0.4615 0.2319 0.0276 0.0007 0.0000 0.0000
0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0014 0.0300 0.2319 0.4770 0.2349 0.0241 0.0006 0.0000
0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0009 0.0276 0.2349 0.4837 0.2256 0.0267 0.0007
0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0007 0.0241 0.2256 0.4850 0.2387 0.0260
0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0006 0.0267 0.2387 0.4888 0.2452
0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0007 0.0260 0.2452 0.7281
#DG from neighbouring lambda in kcal/mol
0.0000 0.0769 -2.0469 0.0130
0.0769 0.1538 -0.6990 0.0125
0.1538 0.2308 -0.1527 0.0096
0.2308 0.3077 0.3076 0.0081
0.3077 0.3846 0.4202 0.0084
0.3846 0.4615 0.3340 0.0074
0.4615 0.5385 0.3928 0.0071
0.5385 0.6154 0.3864 0.0078
0.6154 0.6923 0.2302 0.0083
0.6923 0.7692 0.0582 0.0084
0.7692 0.8462 -0.1390 0.0087
0.8462 0.9231 -0.2187 0.0083
0.9231 1.0000 -0.2316 0.0089
#PMF from MBAR in kcal/mol
0.0000 0.0000 0.0000
0.0769 -2.0469 0.0130
0.1538 -2.7459 0.0201
0.2308 -2.8985 0.0239
0.3077 -2.5909 0.0265
0.3846 -2.1707 0.0288
0.4615 -1.8367 0.0307
0.5385 -1.4439 0.0324
0.6154 -1.0575 0.0341
0.6923 -0.8273 0.0360
0.7692 -0.7691 0.0378
0.8462 -0.9081 0.0396
0.9231 -1.1268 0.0412
1.0000 -1.3583 0.0429
#TI average gradients and standard deviation in kcal/mol
0.0000 -42.5159 23.7253
0.0769 -11.6486 17.8786
0.1538 -7.4373 16.9404
0.2308 1.1900 14.8510
0.3077 7.4250 12.9211
0.3846 5.1891 13.3815
0.4615 5.0650 11.8480
0.5385 5.0691 12.4133
0.6154 4.7755 13.4432
0.6923 1.8161 13.0194
0.7692 0.1532 12.8910
0.8462 -3.6878 12.8226
0.9231 -3.7232 14.1956
1.0000 2.7363 15.0485
#PMF from TI in kcal/mol
0.0000 0.0000
0.0769 -2.0826
0.1538 -2.8165
0.2308 -3.0570
0.3077 -2.7257
0.3846 -2.2407
0.4615 -1.8465
0.5385 -1.4563
0.6154 -1.0778
0.6923 -0.8243
0.7692 -0.7486
0.8462 -0.8847
0.9231 -1.1696
1.0000 -1.2076
#MBAR free energy difference in kcal/mol: 
-1.358350, 0.042892  #WARNING SUBSAMPLING DISABLED, CONSIDER RERUN WITH SUBSAMPLING OPTION
#TI free energy difference in kcal/mol: 
-1.207593  #WARNING SUBSAMPLING DISABLED, CONSIDER RERUN WITH SUBSAMPLING OPTION 
